Bereich,Bezeichnung,Bezugsquelle,Breite Laserzuschnitt in mm 1,Breite Laserzuschnitt in mm 2,Bauteilgewicht in kg,Materialsärke in mm,Material,Anzahl der Abkantungen,Gesamtlänge aller Aussparungen in mm,Flaeche,Dichte
A,Anschlag,Eigenfertigungsteil,194.3,80.0,0.74,6.0,S355MC,4,109.9,15544.0,47.60679361811632
